dish_id,calories,mass,fat,carb,protein
dish_1562963583,138.320007,52,5.044,17.16,5.72
dish_1565107119,426.374634,562,13.054049,24.603952,45.55122
dish_1563553756,309.145813,124,21.251612,14.047483,16.136
dish_1565020755,43.279999,8,3.36,0.112,2.96
dish_1565119642,26.52,78,0.351,4.953,1.989
dish_1560526408,67.098175,51,6.105806,2.743767,1.344815
dish_1564427455,354.26004,218,23.956001,4.212,31.222
dish_1564429184,389.65799,202,22.018,18.786001,37.975998
dish_1562950018,200.220001,142,9.656,25.560001,2.982
dish_1566502061,408.339417,385,18.961866,33.701878,28.911758
dish_1558639167,80.079994,154,0.308,21.559999,0.462
dish_1562788816,506.603485,320,24.274418,44.322498,37.731705
dish_1558719040,31.960001,94,0.188,7.52,0.752
dish_1567801748,169.072418,71,6.686759,16.373152,10.276019
dish_1559844063,139.810013,277,0.431,36.559998,1.339
dish_1565036953,586.944702,443,26.309841,46.808929,40.449074
dish_1559848857,28.089998,53,0.159,6.89,0.424
dish_1558375667,687.939026,119,58.904999,27.013,26.656
dish_1558640705,96.759995,234,0.468,24.737,1.315
dish_1561407312,127.826668,121,3.911226,13.537315,9.589523
dish_1560799368,108.403069,53,6.012894,1.962151,10.820528
dish_1563911156,140.448929,96,4.935409,5.319837,17.850359
dish_1557937715,20.669998,39,0.273,4.68,0.468
dish_1562009894,244.80722,200,12.012504,29.885567,5.628496
dish_1558725621,349.220032,223,25.268999,23.760002,15.818001
dish_1563464627,310.5,115,9.2,46.345001,10.718
dish_1565898511,57.16,102,4.404,4.938,0.878
dish_1563812535,298.893005,266,14.202999,3.038,35.959
dish_1560526447,88.592773,70,8.15613,3.411251,1.750025
dish_1559149650,26.24,64,0.128,6.4,0.576
dish_1561575300,326.780029,199,17.627951,9.163404,30.701891
dish_1563564797,411.264465,310,24.779562,30.171246,32.680634
dish_1563551164,339.756073,270,8.327854,46.757149,17.756741
dish_1568048053,607.200073,356,43.039101,10.333097,44.270805
dish_1561575274,305.180023,145,17.519951,4.303404,29.621891
dish_1564073716,214.527802,295,6.074293,11.192709,24.807318
dish_1566934455,528.042908,395,43.884827,39.282497,49.670044
dish_1563395374,158.333496,84,5.430935,21.049206,6.314544
dish_1562012048,278.973877,248,5.299119,47.483944,10.388004
dish_1566413419,285.830017,280,11.570001,11.296,36.287003
dish_1558115282,74.879997,144,0.288,0.432,20.16
dish_1568401233,490.393372,418,22.600721,32.332966,38.631962
dish_1562095283,229.517426,197,19.747328,11.772673,5.268715
dish_1560541706,110.802574,140,9.221268,6.250251,2.981884
dish_1565798558,88.315727,109,7.178836,5.533271,1.954783
dish_1562703447,384.426239,259,17.95558,37.651039,18.510515
dish_1562690047,68.642334,68,6.488747,2.514018,0.926227
dish_1563206562,98.208679,68,3.913208,15.203773,0.833962
dish_1561577219,308.891754,216,14.285876,26.319092,19.739084
dish_1559158425,2.99,13,0.052,0.468,0.377
dish_1558030383,140.660004,26,10.92,0.364,9.62
dish_1561663541,124.32,112,1.008,25.76,2.912
dish_1558379588,74.360001,143,0.286,0.429,20.02
dish_1561654732,242.360001,191,14.85,12.24,14.06
dish_1567110519,100.944618,100,9.542274,3.697084,1.362099
dish_1565725071,109.659996,190,5,16.572001,2.546
dish_1562702379,100.882935,227,6.206042,9.873425,3.944872
dish_1560975491,37.84,86,1.806,3.698,2.752
dish_1566413388,207.429993,231,4.22,6.886,35.307003
dish_1560974769,3943.325195,3051,10.976549,844.568604,83.749603
dish_1564427430,345.620026,170,23.860001,2.34,30.790001
dish_1559925083,125.135506,81,4.271,16.966999,4.623
dish_1565898331,155.993118,100,6.518404,4.592838,18.113056
dish_1561134156,118.540001,220,0.342,28.776001,1.696
dish_1559240875,116.116005,203,0.203,30.855999,0.812
dish_1565209922,201.565338,169,6.256306,25.567343,10.335444
dish_1564169197,116.449997,50,6.5,8.95,5.5
dish_1561060448,109.018997,41,3.854,13.735001,4.592
dish_1565811390,205.092285,266,7.622345,21.70455,14.384672
dish_1567785622,30.779999,54,0.162,7.56,0.378
dish_1565809033,341.419983,433,1.63,16.746,62.691998
dish_1563389446,117.787598,173,8.123614,10.055328,3.871456
dish_1562617492,558.5578,373,27.255165,39.354103,39.668491
dish_1558628339,70.330002,13,5.46,0.182,4.81
dish_1560356627,980.047974,301,75.973999,6.92,63.124001
dish_1566847483,476.231934,314,28.970854,24.980385,29.644312
dish_1562785159,265.662659,315,27.1838,15.681798,32.891556
dish_1560455179,103.320847,150,5.987522,12.081323,1.908316
dish_1568056258,506.357971,485,13.48,16.415001,77.393005
dish_1558637351,80.079994,154,0.308,21.559999,0.462
dish_1562875273,495.910278,306,17.108229,39.235752,44.831676
dish_1562099134,271.641266,188,14.042557,18.565031,17.734715
dish_1565118096,656.429932,588,13.032,49.997002,82.443001
dish_1558116260,433.575012,75,37.125,17.025,16.800001
dish_1563986093,239.029999,215,14.341,14.228001,13.409
dish_1562690144,645.762329,354,48.078743,8.460017,43.36623
dish_1558461760,10.98,61,0.122,2.379,0.549
dish_1559751744,227.329987,188,13.007999,10.704,15.712
dish_1562097673,345.657349,307,29.935171,24.260704,32.70406
dish_1564086778,645.801453,437,25.345335,65.734329,41.446186
dish_1563207389,337.27002,327,13.830001,37.936996,15.290001
dish_1567022338,507.243011,463,16.4,19.279001,69.154999
dish_1560368815,400.337677,442,33.12727,21.281317,11.468402
dish_1561405934,287.331848,243,11.362256,21.346516,25.268143
dish_1563206409,443.463837,277,33.371906,4.392429,29.678574
dish_1563208094,160.311234,111,6.387736,24.817924,1.361321
dish_1564774773,50.136581,90,2.546341,6.146341,2.107317
dish_1563564760,341.852448,243,16.774696,27.887177,23.540035
dish_1565031338,296.240448,215,16.466574,8.770726,27.085739
dish_1560961179,153.919998,104,11.44,1.664,10.400001
dish_1558030182,67.759995,88,0.088,14.96,1.76
dish_1563551397,365.53064,302,25.054745,10.936724,24.6124
dish_1564518850,194.326996,119,7.021,29.155001,4.879
dish_1564689168,352.946991,339,27.541552,17.726831,15.081212
dish_1565797699,128.928864,171,5.043742,20.419321,2.852
dish_1568060646,31.48,97,0.28,6.473001,1.738
dish_1559845018,302.425995,175,18.065001,29.681999,10.208
dish_1562183175,290.28244,324,15.717025,32.917038,7.615252
dish_1564083534,309.061981,307,18.611,13.395,24.459997
dish_1565382969,13.110001,57,0.228,2.052,1.653
dish_1559846311,114.972008,201,0.201,30.551998,0.804
dish_1565810205,126.965538,153,9.058967,4.217971,10.67575
dish_1556575499,103.299995,152,6.882,10.618,2.868
dish_1562945851,91.26532,150,2.278645,17.553192,1.74
dish_1567106594,15.84,88,0.176,3.432,0.792
dish_1561666897,532.508606,402,22.03661,54.080101,34.528744
dish_1561661972,12.09,39,0.039,2.73,0.702
dish_1558722906,95.489998,90,2.16,19.799999,2.79
dish_1557853314,115.413002,93,0.186,27.341999,1.488
dish_1562963246,324.39798,122,11.467999,40.870003,13.664001
dish_1560366998,39.600002,131,0.173,9.648001,0.823
dish_1565896745,368.540344,244,25.222511,10.737839,27.187071
dish_1564777986,372.230896,221,18.809,21.323952,28.163883
dish_1560526472,113.672775,114,8.28813,9.571251,2.058025
dish_1563565683,65.742775,63,7.585437,2.142221,8.658039
dish_1558459528,11.52,64,0.128,2.496,0.576
dish_1561578839,362.154694,214,14.811577,43.354206,14.903948
dish_1562787817,348.898071,184,20.61557,16.096539,24.512394
dish_1560367296,184.383316,362,11.224784,18.360016,13.026852
dish_1560369421,413.946655,411,31.057137,29.280058,43.318707
dish_1565981769,23.104424,47,0.556065,4.636088,0.417585
dish_1557862783,442.97998,258,24.919001,3.85,50.416
dish_1558549086,73.150002,95,0.095,16.15,1.9
dish_1562945131,37.323902,67,1.89561,4.57561,1.56878
dish_1562784242,85.120003,32,3.104,10.56,3.52
dish_1564685406,367.6474,192,26.060642,7.318961,26.831778
dish_1562611878,286.894592,311,16.6621,28.178411,9.673808
dish_1561579845,307.264221,163,14.719878,4.394568,36.616074
dish_1560543505,66.18,172,2.282,9.771001,3.129
dish_1559844928,66.220001,86,0.086,14.62,1.72
dish_1563555100,190.920013,186,12.467999,7.712,11.792
dish_1562945332,246.650803,325,8.793273,18.078327,23.96172
dish_1558721700,19.040001,56,0.112,4.48,0.448
dish_1561146781,300.100006,223,1.655,63.77,9.783001
dish_1564601470,15.841,73,0.073,3.723,0.511
dish_1559246053,251.04599,494,0.822,63.925999,3.73
dish_1562096608,176.712036,163,13.218136,14.911697,13.094923
dish_1565711527,484.807251,302,32.015488,33.92815,18.478689
dish_1560453412,591.07843,631,15.838277,63.241493,49.472755
dish_1565123881,406.821747,515,19.355543,31.0019,30.063168
dish_1563996656,376.620392,284,23.858444,15.655681,26.991686
dish_1566931548,154.980011,253,10.385001,15.525999,4.434
dish_1561661552,394.725677,325,11.388464,46.265839,25.610855
dish_1562009314,99.567535,195,2.494945,17.291681,6.528783
dish_1561392459,395.225983,275,28.110001,11.667999,23.690001
dish_1561480460,285.402008,277,14.575,25.524,14.547001
dish_1562094694,134.596008,142,11.607294,7.249883,2.246118
dish_1565895808,51.80175,99,2.571525,6.75675,1.73745
dish_1560888817,47.939999,34,2.312,6.12,0.714
dish_1563475826,74.279999,176,0.176,18.959999,0.88
dish_1563550950,183.169998,93,13.9,1.458,12.33
dish_1562959700,315.413727,153,14.441155,16.89098,27.910999
dish_1558458541,294.830994,51,25.245001,11.577,11.424001
dish_1566414780,807.416321,651,35.501945,33.422516,102.633827
dish_1567785130,76.690483,59,4.110968,9.08029,1.888
dish_1563567319,398.630829,382,45.994236,12.98934,52.497948
dish_1558375833,317.032013,92,25.116001,3.864,17.756001
dish_1561576074,374.54538,216,19.081562,24.043354,25.967587
dish_1561737776,375.299988,139,11.120001,56.017002,12.954802
dish_1564778057,575.185059,377,33.986801,35.539471,31.990742
dish_1566330466,377.425903,283,16.740232,25.28451,30.1614
dish_1563823423,700.530396,441,36.734417,15.258248,77.780296
dish_1563464457,158.990005,163,7.518,16.837999,7.252
dish_1559925037,54.099998,10,4.2,0.14,3.7
dish_1565898432,450.224976,282,25.761126,11.596747,40.696297
dish_1566328961,605.81781,308,24.900572,39.994911,52.083549
dish_1562602627,577.176025,171,43.237999,25.251999,22.148001
dish_1564589366,324.25,348,11.322001,30.289001,22.081001
dish_1564170923,378.817108,319,15.813499,28.582855,31.213701
dish_1562788536,245.132004,190,6.61,44.751999,5.398
dish_1558113255,30.6,90,0.18,7.2,0.72
dish_1565987054,260.569977,213,5.62,2.304,48.045998
dish_1563565508,403.862,387,24.761736,32.026699,26.264353
dish_1565811025,361.050018,277,7.668,4.36,65.377998
dish_1564000536,659.906189,397,27.075863,60.701588,43.828613
dish_1559678457,624.236084,465,37.50322,29.983656,43.010422
dish_1558722685,25.84,76,0.152,6.08,0.608
dish_1566851584,286.294983,222,10.867,34.366001,13.904001
dish_1565020926,398.496124,489,10.379284,56.515961,21.472317
dish_1560357792,145.150009,50,7.150001,16.35,3.95
dish_1561739719,350.163513,637,4.590097,74.616135,10.199
dish_1561748862,154.772949,87,7.852456,3.425125,16.156488
dish_1559842409,359.192993,179,26.644001,24.451,13.334001
dish_1562173411,638.257996,159,50.168999,5.39,38.829002
dish_1558723742,375.109985,264,22.268999,40.23,13.325
dish_1560455000,12.800001,84,0.11,2.725,0.785
dish_1562010821,274.149384,134,16.411747,3.826643,26.255054
dish_1566416701,198.53717,122,6.648317,2.900097,30.318871
dish_1567526814,408.25,639,7.166,34.331001,45.199997
dish_1560527070,53.129997,69,0.069,11.73,1.38
dish_1559590130,194.405991,152,4.107,1.521,35.888
dish_1568047973,295.559052,234,21.246098,6.620098,19.187805
dish_1565034681,323.553284,185,18.93251,29.18774,10.422204
dish_1562180157,1009.176697,557,72.163277,25.456959,63.837643
dish_1565627800,167.18927,261,2.134098,13.966903,19.602438
dish_1560800836,479.399994,170,20.4,54.399998,20.4
dish_1562086037,68.970001,121,0.363,16.940001,0.847
dish_1568405466,153.099411,189,9.094378,17.452278,2.526578
dish_1558639673,16.02,89,0.178,3.471,0.801
dish_1560367116,108.409973,211,6.256616,12.151617,9.205687
dish_1562959547,165.617737,145,15.460226,8.817571,10.892046
dish_1565711154,421.617584,385,19.77516,14.237548,42.174
dish_1565638515,198.970978,165,10.759086,8.950356,16.704958
dish_1564073641,49.767807,52,1.268293,9.131708,0.507317
dish_1566414891,213.994171,163,15.956649,16.049046,3.587757
dish_1562876674,289.192596,157,10.211315,30.065914,23.770454
dish_1558028690,23.76,66,0.066,5.94,0.33
dish_1565987142,518.322998,426,25.577,11.889,60.804001
dish_1560874751,379.992004,220,10.96,58.687004,12.556001
dish_1560456305,26.391596,21,2.249872,1.348324,0.547266
dish_1563393341,27.965,119,0.436333,5.196334,1.745333
dish_1562959379,57.066452,85,4.411607,3.778441,1.451472
dish_1559240256,18.9,54,0.216,3.78,1.296
dish_1562959485,45.242737,36,3.856924,2.311412,0.938171
dish_1562170236,169.360001,333,0.737,42.478001,2.069
dish_1562876494,40.10693,26,1.171626,0.542953,6.487736
dish_1558376984,671.67804,350,45.584,30.23,45.440006
dish_1563820806,207.814453,273,4.19148,10.491399,31.381857
dish_1567801520,919.097168,600,42.248199,53.029022,79.971626
dish_1559239985,116.116005,203,0.203,30.855999,0.812
dish_1563477659,26.551344,52,0.665319,4.611115,1.741009
dish_1562613974,416.196686,375,19.963217,20.551165,39.229145
dish_1567526888,479.179993,816,7.59,51.193001,47.294998
dish_1558030832,89.352005,72,0.144,21.167999,1.152
dish_1565798531,61.576214,61,5.820787,2.255222,0.83088
dish_1563555160,268.832642,287,14.444396,21.797338,13.773809
dish_1564777933,103.700996,39,3.666,13.065001,4.368
dish_1565981898,260.979767,290,21.883743,11.903452,17.301081
dish_1561739265,292.040009,308,9.989,41.127003,10.689
dish_1559062082,387.869995,311,21.615999,22.046001,25.468
dish_1559850314,296.617004,100,23.317999,17.028999,11.005
dish_1566417475,150.23053,198,9.395511,15.766476,2.730686
dish_1565119493,529.144897,280,24.306738,46.864986,29.865883
dish_1566920339,449.531708,730,5.042439,32.087563,58.560974
dish_1566402232,511.396118,841,8.997679,54.081619,48.854603
dish_1560887435,364.529053,171,13.398108,44.367718,16.457802
dish_1558641358,24.25,97,0.291,4.85,1.746
dish_1560801829,256.89563,178,10.540594,30.348633,11.184874
dish_1558724853,50.740002,118,0.354,10.620001,4.012
dish_1562008476,120.505836,120,6.163932,6.287506,10.764524
dish_1563207277,153.089996,106,6.1,23.700001,1.3
dish_1563812508,112.839996,217,0.434,1.519,21.700001
dish_1568055963,36.799999,32,3.424,2.016,0.256
dish_1559244417,72.832504,59,6.920829,2.375517,1.415911
dish_1562615283,176.535965,78,11.37568,3.265865,15.28025
dish_1565117429,390.872986,147,13.818,49.245003,16.464001
dish_1560802149,365.517456,249,17.394941,10.470455,39.855083
dish_1564689138,268.266998,223,21.973553,15.522832,5.801213
dish_1562180025,798.913696,256,55.475594,12.93051,59.066467
dish_1562872432,259.08316,257,5.250878,20.299112,31.286116
dish_1563897938,54.099998,10,4.2,0.14,3.7
dish_1562686548,413.493988,280,23.967999,20.892,27.464001
dish_1562184705,635.19043,376,51.203068,13.052526,58.229382
dish_1566934366,87.746994,33,3.102,11.055,3.696
dish_1561134102,24.300001,81,0.162,6.156,0.486
dish_1568318286,32.200001,115,0.46,6.095,2.53
dish_1565727921,768.554016,397,54.055,27.247999,46.560001
dish_1563568148,170.995789,225,18.531178,6.509641,19.747221
dish_1565119698,222.235489,308,10.575852,13.186614,19.411322
dish_1564428404,113.751038,104,9.80839,6.298835,1.598034
dish_1562958809,511.673645,389,24.147148,44.695526,28.865578
dish_1563996308,718.51178,659,22.656111,28.793682,98.594513
dish_1561060642,468.412384,387,18.522783,39.183205,36.67416
dish_1560453150,152.320267,141,12.962943,8.12033,3.441845
dish_1562946006,535.984009,224,41.591999,6.288,32.071999
dish_1565725156,452.669983,500,11.922,24.225,61.735004
dish_1562096907,297.779602,266,31.159481,13.237985,38.056858
dish_1561749778,334.527893,340,15.126814,15.89182,32.941494
dish_1562775110,101.520004,282,0.282,25.380001,1.41
dish_1565641943,510.889587,307,15.704393,45.636108,44.918285
dish_1562168427,193.709991,368,0.699,33.494999,13.921
dish_1558376437,13.26,39,0.078,3.12,0.312
dish_1563567599,194.226822,156,18.526054,6.482199,3.54373
dish_1561481634,462.057007,228,27.153999,27.759998,25.482
dish_1558632233,122.604004,193,2.714,23.712,4.486
dish_1562875320,603.858704,377,21.93623,61.671753,47.572269
dish_1565383159,706.358948,468,51.396999,14.009,50.022999
dish_1560441247,2.21,17,0.034,0.374,0.255
dish_1562775047,284.880005,461,3.594,60.52,6.644
dish_1568660810,132.539993,47,5.64,15.04,5.64
dish_1563468240,93.100006,239,0.371,23.941999,1.327
dish_1560367904,76.023148,69,8.840912,3.734912,10.405902
dish_1567625434,581.253052,396,25.45192,23.362089,65.588402
dish_1561049320,102.789993,19,7.98,0.266,7.03
dish_1561661324,33,75,1.575,3.225,2.4
dish_1562691383,86.870003,70,0.14,20.58,1.12
dish_1564588919,335.944183,452,7.606813,41.001797,25.093241
dish_1561575192,122.989189,236,8.137642,11.167095,4.637902
dish_1558115960,39.27,51,0.051,8.67,1.02
dish_1561661449,237.075684,115,10.854464,12.695836,20.978855
dish_1565207694,173.791214,178,12.895247,15.58964,15.633135
dish_1568318361,540.820007,341,35.215996,9.174999,49.085999
dish_1562788032,137.238892,214,6.001858,12.60999,9.557199
dish_1567106620,39.040001,146,0.292,8.652,1.952
dish_1558723982,294.830994,51,25.245001,11.577,11.424001
dish_1561749908,377.262177,472,16.426279,22.846836,35.40324
dish_1560444637,509.321014,285,31.757,25.587999,29.480999
dish_1562789301,606.91156,435,24.518549,68.411819,35.305656
dish_1558641253,116.709999,110,2.64,24.200001,3.41
dish_1559235771,145.800003,54,4.32,21.762001,5.0328
dish_1561753203,265.471954,207,13.340455,7.747137,26.240112
dish_1558114441,258.450012,75,20.475,3.15,14.475
dish_1566851115,81.554428,70,7.016817,4.183183,1.872132
dish_1559590005,360.832489,241,16.641808,39.46653,14.747198
dish_1558031133,136.51001,110,0.22,32.34,1.76
dish_1559668272,512.140015,239,36.080002,30.879999,17.313999
dish_1566933498,318.482666,284,17.559082,12.097746,28.37812
dish_1562700593,385.773926,384,29.806803,18.611984,37.046314
dish_1565972628,545.960022,359,38.27,7.452,40.779999
dish_1562096343,6.2,62,0,1.24,0.62
dish_1557861837,61.883999,123,5.827,4.46,8.698
dish_1565382762,305.828583,139,12.677753,36.289688,12.568737
dish_1565984299,93.343513,298,1.582832,18.693933,4.653013
dish_1565109659,226.744873,263,6.810682,17.760319,20.517075
dish_1558722636,30.75,75,0.15,7.5,0.675
dish_1565034281,228.459991,306,9.433001,32.330002,5.901
dish_1558376212,300.612,52,25.74,11.804,11.648001
dish_1561575977,261.076172,102,13.06819,15.375612,19.122734
dish_1563304369,457.172119,326,16.765852,27.775938,47.262756
dish_1562876709,304.366852,186,10.964588,32.045166,24.279404
dish_1558632921,80.599998,155,0.31,21.700001,0.465
dish_1563465847,267.75,182,19.054001,6.684,16.383001
dish_1561148481,281.281128,140,14.385699,18.905287,18.591501
dish_1558109986,258.450012,75,20.475,3.15,14.475
dish_1558722665,15,60,0.18,3,1.08
dish_1558028606,19.5,65,0.065,4.94,0.39
dish_1565898230,780.202026,500,42.676907,19.73115,73.94603
dish_1561574394,61.502373,82,4.80367,3.438416,2.367952
dish_1565208611,73.669174,157,2.763648,9.719893,5.120261
dish_1560367085,77.559998,183,2.669,10.636,4.983
dish_1561753432,380.321686,238,19.463066,16.882177,33.369026
dish_1561492703,113.130577,134,9.258422,10.046018,11.278057
dish_1561663786,46.683998,44,1.056,9.68,1.364
dish_1558629488,16,64,0.192,3.2,1.152
dish_1565808943,13.320001,74,0.148,2.886,0.666
dish_1562790259,518.591736,207,43.956383,7.921093,27.413876
dish_1558380058,208.115997,36,17.82,8.172,8.064
dish_1559844030,25.410002,77,0.231,6.16,0.539
dish_1559845745,208.141998,322,0.322,51.121998,3.224
dish_1565024741,359.927979,192,25.127998,10.634001,22.297001
dish_1560456814,318.333374,283,23.540922,31.46323,28.815844
dish_1567020340,93.588287,168,4.75317,11.47317,3.933659
dish_1561579867,369.364288,217,20.497877,7.796568,37.048073
dish_1562173200,213.366608,259,7.265494,26.16419,13.126373
dish_1560798854,455.506744,372,19.443832,50.673687,23.491779
dish_1564160043,245,98,1.47,48.02,9.898001
dish_1562777068,236.723511,236,15.213988,10.770336,14.960756
dish_1566501575,251.693985,54,15.551999,26.892,3.348
dish_1558722125,497.166016,86,42.57,19.521999,19.264
dish_1564690038,92.339996,81,0.324,16.200001,7.29
dish_1563822546,38.720001,88,1.848,3.784,2.816
dish_1558640808,10.66,26,0.052,2.6,0.234
dish_1566923030,396.799988,226,25.368999,33.673996,10.643001
dish_1565640227,334.619995,165,13.427999,40.380001,14.4
dish_1558122740,260.149994,304,7.703,22.625002,28.618999
dish_1561746912,264.095947,210,8.211681,27.373018,20.891369
dish_1563217895,26.799278,73,1.066823,3.975292,1.316418
dish_1562950934,304.218536,464,4.152195,27.527805,33.404877
dish_1561662562,368.485199,289,16.339729,34.568245,25.22802
dish_1567108037,674.73053,365,40.596661,18.422499,55.602726
dish_1561575951,213.699173,91,9.922189,14.913611,14.898733
dish_1565031376,319.490448,308,16.745577,13.420726,28.759739
dish_1564515049,431.635803,611,26.765793,49.732021,34.224403
dish_1565972674,613.592834,426,44.663322,9.929046,41.692604
dish_1558719570,74.360001,143,0.286,20.02,0.429
dish_1558546434,2.53,11,0.044,0.396,0.319
dish_1566413356,183.979996,164,3.952,2.196,33.699001
dish_1568047932,30.639025,55,1.556098,3.756098,1.287805
dish_1564429270,605.507202,354,39.626583,30.81835,43.046116
dish_1562173267,409.570007,171,27.119999,18.188,21.401001
dish_1562700760,370.130035,418,18.338949,16.083405,35.965889
dish_1564432128,217.028381,102,11.281487,21.601864,8.091219
dish_1558641200,3.28,8,0.016,0.8,0.072
dish_1561578775,295.148987,111,10.434,37.185001,12.432
dish_1563898019,343.977386,237,22.634478,10.499256,24.180925
dish_1561392543,126.004929,119,8.808466,12.171466,0.9586
dish_1565021714,381.171448,662,3.619805,39.628197,41.779121
dish_1562096933,312.659607,314,31.207481,16.597986,38.920853
dish_1561667207,249.444839,121,11.420783,13.358226,22.073404
dish_1559590157,230.485992,234,5.829,5.047,38.512001
dish_1558630450,86.25,125,0.25,22.5,0.875
dish_1560367258,157.99173,341,8.97491,17.011694,12.479585
dish_1563827188,369.359955,377,12.975754,35.209259,29.444637
dish_1567785778,303.507507,310,15.198483,32.629898,11.701199
dish_1562613376,371.963898,267,24.07642,16.677065,23.388559
dish_1558722871,15,60,0.18,3,1.08
dish_1568305198,311.354004,82,23.042,2.542,23.862001
dish_1560527168,322.835297,219,18.368912,24.775576,15.273438
dish_1562875159,260.680023,98,9.506001,32.34,10.78
dish_1556575014,71.299995,62,6.634,3.906,0.496
dish_1563820775,38.07,162,0.594,7.074,2.376
dish_1560798656,287.171997,108,10.151999,36.18,12.096001
dish_1558116547,74.879997,144,0.288,0.432,20.16
dish_1558721345,19.5,78,0.234,3.9,1.404
dish_1566937992,276.53598,104,9.776,34.84,11.648001
dish_1558725286,816.792053,308,65.965004,40.704002,33.318001
dish_1559240510,73.51651,213,1.063909,15.542887,3.126161
dish_1565382995,23.210001,158,0.228,4.072,2.663
dish_1566501067,464.117981,306,24.310999,12.239,49.618999
dish_1558639979,520.290039,90,44.549999,20.43,20.16
dish_1560529804,15.3,51,0.102,3.876,0.306
dish_1557863056,75.200005,47,7.05,4.23,0.94
dish_1565210037,291.816223,346,8.348126,42.821316,14.077192
dish_1559240382,20.646505,42,0.496909,4.142887,0.373161
dish_1568060722,460.579987,359,17.008001,12.233,64.398003
dish_1562603569,121.679504,62,7.050731,8.625269,5.648293
dish_1565726949,451.546997,372,27.147779,22.201359,29.088448
dish_1561741139,108.199997,20,8.4,0.28,7.4
dish_1563218987,383.559662,172,19.782057,17.969845,31.665079
dish_1563824130,111.319603,202,1.123033,21.762623,3.990974
dish_1558640145,177.953003,287,2.18,42.099998,3.493
dish_1558115047,203.699997,212,10.382,7.566,25.578001
dish_1566402123,445.116119,657,8.590679,38.491623,46.686604
dish_1558630488,29.92,88,0.176,7.04,0.704
dish_1559678367,192.444122,215,16.446766,9.819608,4.75902
dish_1560453328,340.108368,264,14.154275,10.659495,39.618752
dish_1566329049,814.930786,575,28.273495,79.15834,60.86187
dish_1562945186,191.530792,219,8.581273,17.336327,13.361717
dish_1564170283,646.588135,301,32.647552,31.982321,55.615635
dish_1563217774,96.138458,265,3.161575,15.4723,5.178558
dish_1565728494,326.32962,163,12.881792,22.054083,28.691757
dish_1558380152,74.360001,143,0.286,0.429,20.02
dish_1560799277,111.020004,73,3.733,14.73,4.934
dish_1558639440,60.32,116,0.232,16.24,0.348
dish_1564082212,707.941284,425,23.036888,18.467739,100.636749
dish_1563206601,293.797668,337,9.194207,17.494774,30.980963
dish_1562614088,23.449999,67,0.268,4.69,1.608
dish_1563222850,348.378113,232,12.053417,27.308292,32.43404
dish_1565711115,321.529999,308,14.41,2.387,39.709999
dish_1563304925,874.46106,508,29.339449,11.255851,133.227585
dish_1564775216,530.596924,340,33.648357,15.705273,40.410912
dish_1559238608,237.364014,438,0.656,61.203999,2.714
dish_1568319838,607.506165,312,30.928276,39.995754,39.863441
dish_1558630176,73.839996,142,0.284,19.879999,0.426
dish_1563220087,162.740005,98,6.424,19.859999,7.344
dish_1565209963,244.455963,253,7.331051,33.016068,13.147844
dish_1565194781,351.405518,568,4.66172,31.547619,39.603123
dish_1568404850,157.699997,100,2.2,29.9,4.7
dish_1565024675,129.097992,34,9.554,1.054,9.894
dish_1564686791,601.348572,343,25.62047,40.114346,51.14151
dish_1559593746,156.962936,186,12.440333,9.556887,3.499168
dish_1565382886,470.086212,348,20.305454,54.863914,20.029079
dish_1563391333,23.443058,81,1.038718,2.716646,0.719112
dish_1562775241,140.360001,220,2.156,28.08,3.852
dish_1558375732,45.540001,66,0.132,11.88,0.462
dish_1558459664,383.055969,273,18.390999,48.411999,11.629001
dish_1568666263,93.400002,348,0.852,19.77,7.172
dish_1562691466,319.870972,267,15.903902,27.777901,17.012196
dish_1566333228,498.545258,304,20.378201,39.679134,37.857738
dish_1567007848,100.300003,243,0.58,24.836,1.655
dish_1567107989,140.139297,111,9.906542,10.88412,3.713354
dish_1559590202,316.725983,311,5.983,22.757,41.438
dish_1566332085,24.75,163,0.26,4.3,2.865
dish_1562774980,136.680008,201,2.814,24.119999,4.824
dish_1565638365,612.350098,389,33.065617,36.632473,41.299091
dish_1563823359,641.700317,333,33.413414,11.550248,72.452301
dish_1558638896,22.68,126,0.252,4.914,1.134
dish_1566589933,89.060005,122,5.856,2.318,9.76
dish_1563565289,93.367996,88,2.112,19.360001,2.728
dish_1562617370,155.099991,55,6.6,17.6,6.6
dish_1560541793,509.826233,462,17.805128,22.27054,64.406372
dish_1565724509,30.809999,158,0.711,6.162,1.343
dish_1562788760,331.324493,178,23.029417,6.902499,33.741703
dish_1566501447,286.76001,349,4,13.325001,48.039997
dish_1558637214,11.04,16,0.032,2.88,0.112
dish_1561494032,185.437851,307,14.117637,12.507152,5.158412
dish_1558724607,54.720001,152,0.152,13.68,0.76
dish_1561492628,13.64,31,0.651,1.333,0.992
dish_1558719066,73.839996,142,0.284,19.879999,0.426
dish_1565727875,485.674011,365,22.055,27.248001,46.559998
dish_1561662532,166.455505,191,7.089837,23.749184,7.350388
dish_1562945393,319.388367,401,10.646932,31.424669,24.703182
dish_1560443474,172.779999,317,0.725,43.25,1.993
dish_1562873838,427.435638,342,18.062237,11.143191,53.958912
dish_1562700957,286.933777,424,23.180536,21.410158,20.523823
